"","variety","variety_ID","clone_ID","clone_num","year","bud_day","flow_day","ver_day","mat_day","notes","BB","FLOW","VER","MAT","review","DiffBudMat","DiffBudFlow","DiffFlowVer","DiffVerMat","DiffBudVer"
"13364","Chasselas",NA,"1018S3",NA,1977,"7/3/1977","","","",NA,1977-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13365","Chasselas",NA,"1018S7",NA,1977,"7/3/1977","","","",NA,1977-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13369","Aramon noir",NA,"513A6",NA,1977,"8/3/1977","","","",NA,1977-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13376","Aramon noir",NA,"513S4",NA,1977,"10/9/1977","","","",NA,1977-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13377","Aramon noir",NA,"113S1",NA,1977,"7/3/1977","","","",NA,1977-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13378","Aramon noir",NA,"113S2",NA,1977,"9/3/1977","","","",NA,1977-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13379","Aramon noir",NA,"113S3",NA,1977,"7/3/1977","","","",NA,1977-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13380","Terret",NA,"512A8",NA,1977,"20/3/1977","","","",NA,1977-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13381","Terret",NA,"512A9",NA,1977,"28/3/1977","","","",NA,1977-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13382","Terret",NA,"512S1",NA,1977,"15/3/1977","","","",NA,1977-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13383","Terret",NA,"512S2",NA,1977,"13/3/1977","","","",NA,1977-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13384","Carignan",NA,"512S5",NA,1977,"13/3/1977","","","",NA,1977-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13385","Carignan",NA,"512S6",NA,1977,"9/3/1977","","","",NA,1977-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13386","Carignan",NA,"512S7",NA,1977,"9/3/1977","","","",NA,1977-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13387","Carignan",NA,"512S8",NA,1977,"7/3/1977","","","",NA,1977-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13388","Carignan",NA,"512S9",NA,1977,"15/3/1977","","","",NA,1977-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13389","Carignan",NA,"513A1",NA,1977,"9/3/1977","","","",NA,1977-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13390","Pinot noir",NA,"411A1",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13391","Pinot noir",NA,"411A2",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13392","Pinot noir",NA,"411A6",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13393","Pinot noir",NA,"411A7",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13394","Chardonnay",NA,"412S4",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13396","Aramon noir",NA,"2R2S4650",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13397","Aramon noir",NA,"2R2S5155",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13398","Sauvignon",NA,"2R14S126130",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13399","Sauvignon",NA,"2R14S131135",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13400","Sauvignon",NA,"2R14S136140",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13401","Sauvignon",NA,"2R14S141145",NA,1997,"","","","11/8/1997",NA,NA,NA,NA,1997-08-11,NA,NA,NA,NA,NA,NA
"13402","Chasselas",NA,"69S9",NA,1997,"","","","28/7/1997",NA,NA,NA,NA,1997-07-28,NA,NA,NA,NA,NA,NA
"13403","Chasselas",NA,"610A1",NA,1997,"","","","28/7/1997",NA,NA,NA,NA,1997-07-28,NA,NA,NA,NA,NA,NA
"13404","Chasselas",NA,"4R9S610",NA,1997,"","","","27/7/1997",NA,NA,NA,NA,1997-07-27,NA,NA,NA,NA,NA,NA
"13405","Chasselas",NA,"4R9S1115",NA,1997,"","","","27/7/1997",NA,NA,NA,NA,1997-07-27,NA,NA,NA,NA,NA,NA
"13406","Chasselas",NA,"4R9S1650",NA,1997,"","","","21/7/1997",NA,NA,NA,NA,1997-07-21,NA,NA,NA,NA,NA,NA
"13407","Chasselas",NA,"4R9S6670",NA,1997,"","","","21/7/1997",NA,NA,NA,NA,1997-07-21,NA,NA,NA,NA,NA,NA
"13408","Chasselas",NA,"10R1S326330",NA,1997,"","","","27/7/1997",NA,NA,NA,NA,1997-07-27,NA,NA,NA,NA,NA,NA
"13409","Chasselas",NA,"10R1S501505",NA,1997,"","","","27/7/1997",NA,NA,NA,NA,1997-07-27,NA,NA,NA,NA,NA,NA
"13410","Chasselas",NA,"10R1S506510",NA,1997,"","","","4/8/1997",NA,NA,NA,NA,1997-08-04,NA,NA,NA,NA,NA,NA
"13411","Chasselas",NA,"10R1511515",NA,1997,"","","","22/7/1997",NA,NA,NA,NA,1997-07-22,NA,NA,NA,NA,NA,NA
"13412","Grenache noir",NA,"2R3S1115",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13413","Grenache noir",NA,"2R3S15",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13414","Grenache noir",NA,"514S8",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13415","Grenache noir",NA,"514S9",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13416","Cabernet sauvignon",NA,"8R8S1115",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13417","Cabernet sauvignon",NA,"8R8S4145",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13418","Cabernet sauvignon",NA,"3R8S15",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13419","Cabernet sauvignon",NA,"3R8S1115",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13420","Syrah",NA,"3R1S161165",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13421","Syrah",NA,"914S8",NA,1997,"","","","25/8/1997",NA,NA,NA,NA,1997-08-25,NA,NA,NA,NA,NA,NA
"13422","Syrah",NA,"914S9",NA,1997,"","","","18/8/1997",NA,NA,NA,NA,1997-08-18,NA,NA,NA,NA,NA,NA
"13423","Syrah",NA,"3R1S11115",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13424","Carignan",NA,"513A1",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13425","Carignan",NA,"512S9",NA,1997,"","","","1/9/1997",NA,NA,NA,NA,1997-09-01,NA,NA,NA,NA,NA,NA
"13427","Carignan",NA,"2R2S2630",NA,1997,"","","","8/9/1997",NA,NA,NA,NA,1997-09-08,NA,NA,NA,NA,NA,NA
"13428","Chasselas",NA,"610A1",NA,1989,"","","17/7/1989","",NA,NA,NA,1989-07-17,NA,NA,NA,NA,NA,NA,NA
"13429","Chasselas",NA,"610A2",NA,1989,"","","17/7/1989","",NA,NA,NA,1989-07-17,NA,NA,NA,NA,NA,NA,NA
"13430","Chasselas",NA,"911A7",NA,1989,"","","17/7/1989","",NA,NA,NA,1989-07-17,NA,NA,NA,NA,NA,NA,NA
"13431","Chasselas",NA,"911A8",NA,1989,"","","24/7/1989","",NA,NA,NA,1989-07-24,NA,NA,NA,NA,NA,NA,NA
"13432","Chasselas",NA,"1213A7",NA,1989,"","","17/7/1989","",NA,NA,NA,1989-07-17,NA,NA,NA,NA,NA,NA,NA
"13433","Chasselas",NA,"1213A9",NA,1989,"","","17/7/1989","",NA,NA,NA,1989-07-17,NA,NA,NA,NA,NA,NA,NA
"13434","Chasselas",NA,"610A1",NA,1989,"","","","10/8/1989",NA,NA,NA,NA,1989-08-10,NA,NA,NA,NA,NA,NA
"13435","Chasselas",NA,"610A2",NA,1989,"","","","8/8/1989",NA,NA,NA,NA,1989-08-08,NA,NA,NA,NA,NA,NA
"13436","Chasselas",NA,"911A7",NA,1989,"","","","7/8/1989",NA,NA,NA,NA,1989-08-07,NA,NA,NA,NA,NA,NA
"13437","Chasselas",NA,"911A8",NA,1989,"","","","7/8/1989",NA,NA,NA,NA,1989-08-07,NA,NA,NA,NA,NA,NA
"13438","Chasselas",NA,"1213A7",NA,1989,"","","","8/8/1989",NA,NA,NA,NA,1989-08-08,NA,NA,NA,NA,NA,NA
"13439","Chasselas",NA,"1213A9",NA,1989,"","","","11/8/1989",NA,NA,NA,NA,1989-08-11,NA,NA,NA,NA,NA,NA
"13440","Chasselas",NA,"610A1",NA,1987,"","","25/7/1987","17/8/1987",NA,NA,NA,1987-07-25,1987-08-17,NA,NA,NA,NA,23,NA
"13441","Chasselas",NA,"610A3",NA,1987,"","","27/7/1987","17/8/1987",NA,NA,NA,1987-07-27,1987-08-17,NA,NA,NA,NA,21,NA
"13442","Chasselas",NA,"610A5",NA,1987,"","","30/7/1987","17/8/1987",NA,NA,NA,1987-07-30,1987-08-17,NA,NA,NA,NA,18,NA
"13443","Chasselas",NA,"1017S5",NA,1987,"","","24/7/1987","17/8/1987",NA,NA,NA,1987-07-24,1987-08-17,NA,NA,NA,NA,24,NA
"13444","Chasselas",NA,"1017S6",NA,1987,"","","24/7/1987","17/8/1987",NA,NA,NA,1987-07-24,1987-08-17,NA,NA,NA,NA,24,NA
"13445","Chasselas",NA,"1017S8",NA,1987,"","","24/7/1987","17/8/1987",NA,NA,NA,1987-07-24,1987-08-17,NA,NA,NA,NA,24,NA
"13446","Chasselas",NA,"1018A1",NA,1987,"","","26/7/1987","17/8/1987",NA,NA,NA,1987-07-26,1987-08-17,NA,NA,NA,NA,22,NA
"13447","Chasselas",NA,"1018A8",NA,1987,"","","24/7/1987","20/8/1987",NA,NA,NA,1987-07-24,1987-08-20,NA,NA,NA,NA,27,NA
"13448","Chasselas",NA,"1018A9",NA,1987,"","","24/7/1987","20/8/1987",NA,NA,NA,1987-07-24,1987-08-20,NA,NA,NA,NA,27,NA
"13449","Chasselas",NA,"1018S2",NA,1987,"","","26/7/1987","17/8/1987",NA,NA,NA,1987-07-26,1987-08-17,NA,NA,NA,NA,22,NA
"13450","Chasselas",NA,"1018S3",NA,1987,"","","25/7/1987","17/8/1987",NA,NA,NA,1987-07-25,1987-08-17,NA,NA,NA,NA,23,NA
"13451","Chasselas",NA,"1018S7",NA,1987,"","","24/7/1987","17/8/1987",NA,NA,NA,1987-07-24,1987-08-17,NA,NA,NA,NA,24,NA
"13452","Chasselas",NA,"",NA,1987,"","","25/7/1987","18/8/1987",NA,NA,NA,1987-07-25,1987-08-18,NA,NA,NA,NA,24,NA
"13453","Pinot noir",NA,"411A1",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13454","Pinot noir",NA,"411A2",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13455","Pinot noir",NA,"411A6",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13456","Pinot noir",NA,"411A7",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13457","Pinot noir",NA,"411A8",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13458","Pinot noir",NA,"411A9",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13459","Pinot noir",NA,"411S1",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13460","Pinot noir",NA,"411S2",NA,1988,"","26/5/1988","","",NA,NA,1988-05-26,NA,NA,NA,NA,NA,NA,NA,NA
"13461","Carignan noir",NA,"512S5",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13462","Carignan noir",NA,"512S6",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13463","Carignan noir",NA,"512S7",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13464","Carignan noir",NA,"512S9",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13465","Carignan noir",NA,"513A1",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13466","Carignan noir",NA,"1219S2",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13467","Aramon noir",NA,"513A3",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13468","Aramon noir",NA,"513A4",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13469","Aramon noir",NA,"513A5",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13470","Aramon noir",NA,"513A6",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13471","Aramon noir",NA,"513A7",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13472","Aramon noir",NA,"513A8",NA,1988,"","31/5/1988","","",NA,NA,1988-05-31,NA,NA,NA,NA,NA,NA,NA,NA
"13473","Aramon noir",NA,"513A9",NA,1988,"","31/5/1988","","",NA,NA,1988-05-31,NA,NA,NA,NA,NA,NA,NA,NA
"13474","Aramon noir",NA,"513S1",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13475","Aramon noir",NA,"513S2",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13476","Aramon noir",NA,"513S3",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13477","Grenache noir",NA,"514S6",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13478","Grenache noir",NA,"514S7",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13479","Grenache noir",NA,"514S8",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13480","Grenache noir",NA,"514S9",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13481","Grenache noir",NA,"515A1",NA,1988,"","3/6/1988","","",NA,NA,1988-06-03,NA,NA,NA,NA,NA,NA,NA,NA
"13482","Grenache noir",NA,"913A2",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13483","Chasselas blanc",NA,"610A1",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13484","Chasselas blanc",NA,"610A2",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13485","Chasselas blanc",NA,"610A1213A6",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13486","Chasselas blanc",NA,"1213A7",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13487","Chasselas blanc",NA,"1017S5",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13488","Chasselas blanc",NA,"1017S6",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13489","Chasselas blanc",NA,"1017S8",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13490","Chasselas blanc",NA,"1018A1",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13491","Chasselas blanc",NA,"1018A4",NA,1988,"","31/5/1988","","",NA,NA,1988-05-31,NA,NA,NA,NA,NA,NA,NA,NA
"13492","Chasselas blanc",NA,"1018A8",NA,1988,"","31/5/1988","","",NA,NA,1988-05-31,NA,NA,NA,NA,NA,NA,NA,NA
"13493","Chasselas blanc",NA,"1018A9",NA,1988,"","31/5/1988","","",NA,NA,1988-05-31,NA,NA,NA,NA,NA,NA,NA,NA
"13494","Chasselas blanc",NA,"1018S2",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13495","Chasselas blanc",NA,"1018S3",NA,1988,"","1/6/1988","","",NA,NA,1988-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"13496","Chasselas blanc",NA,"1018S7",NA,1988,"","30/5/1988","","",NA,NA,1988-05-30,NA,NA,NA,NA,NA,NA,NA,NA
"13497","Aramon noir",NA,"513A3",NA,1971,"4/4/1971","","","",NA,1971-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13498","Aramon noir",NA,"513A4",NA,1971,"2/4/1971","","","",NA,1971-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13499","Aramon noir",NA,"513A5",NA,1971,"29/3/1971","","","",NA,1971-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13500","Aramon noir",NA,"513A6",NA,1971,"2/4/1971","","","",NA,1971-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13501","Aramon noir",NA,"513A7",NA,1971,"4/4/1971","","","",NA,1971-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13502","Aramon noir",NA,"513A8",NA,1971,"29/3/1971","","","",NA,1971-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13503","Aramon noir",NA,"513A9",NA,1971,"3/4/1971","","","",NA,1971-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13504","Aramon noir",NA,"513S1",NA,1971,"4/4/1971","","","",NA,1971-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13505","Aramon noir",NA,"513S2",NA,1971,"2/4/1971","","","",NA,1971-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13506","Aramon noir",NA,"513S3",NA,1971,"4/4/1971","","","",NA,1971-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13507","Aramon noir",NA,"513S4",NA,1971,"3/4/1971","","","",NA,1971-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13508","Aramon noir",NA,"113S1",NA,1971,"29/3/1974","","","",NA,1974-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13509","Aramon noir",NA,"113S2",NA,1971,"29/3/1974","","","",NA,1974-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13510","Aramon noir",NA,"113S3",NA,1971,"31/3/1974","","","",NA,1974-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13511","Carignan noir",NA,"512S5",NA,1971,"6/4/1971","","","",NA,1971-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13512","Carignan noir",NA,"512S6",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13513","Carignan noir",NA,"512S7",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13514","Carignan noir",NA,"512S8",NA,1971,"5/4/1971","","","",NA,1971-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13515","Carignan noir",NA,"512S9",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13516","Carignan noir",NA,"513A1",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13517","Sauvignon blanc",NA,"106A1",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13518","Sauvignon blanc",NA,"109S3",NA,1971,"4/4/1971","","","",NA,1971-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13519","Sauvignon blanc",NA,"109S4",NA,1971,"5/4/1971","","","",NA,1971-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13520","Sauvignon blanc",NA,"109S5",NA,1971,"5/4/1971","","","",NA,1971-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13521","Sauvignon blanc",NA,"109S7",NA,1971,"6/4/1971","","","",NA,1971-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13522","Sauvignon blanc",NA,"109S8",NA,1971,"5/4/1971","","","",NA,1971-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13523","Sauvignon blanc",NA,"109S9",NA,1971,"6/4/1971","","","",NA,1971-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13524","Sauvignon blanc",NA,"1021S2",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13525","Sauvignon blanc",NA,"1021S3",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13526","Sauvignon blanc",NA,"1021S4",NA,1971,"30/3/1971","","","",NA,1971-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13527","Sauvignon blanc",NA,"1021S5",NA,1971,"5/4/1971","","","",NA,1971-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13528","Sauvignon blanc",NA,"1021S6",NA,1971,"6/4/1971","","","",NA,1971-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13529","Sauvignon blanc",NA,"1021S7",NA,1971,"4/4/1972","","","",NA,1972-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13530","Sauvignon blanc",NA,"1021S8",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13531","Terret",NA,"512A8",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13532","Terret",NA,"512A9",NA,1971,"7/4/1971","","","",NA,1971-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13533","Terret",NA,"512S1",NA,1971,"9/4/1971","","","",NA,1971-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13534","Terret",NA,"512S2",NA,1971,"8/4/1971","","","",NA,1971-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13535","Chasselas",NA,"69S9",NA,1994,"3/3/1994","","","",NA,1994-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13536","Chasselas",NA,"610A1",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13537","Chasselas",NA,"116A8",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13538","Chasselas",NA,"116A9",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13539","Chasselas",NA,"1213A6",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13540","Chasselas",NA,"1213A7",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13541","Cabernet sauvignon",NA,"3R8S15",NA,1994,"24/3/1994","","","",NA,1994-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13542","Cabernet sauvignon",NA,"3R8S610",NA,1994,"24/3/1994","","","",NA,1994-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13543","Cabernet sauvignon",NA,"3R8S1115",NA,1994,"21/3/1994","","","",NA,1994-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13544","Cabernet sauvignon",NA,"3R8S1620",NA,1994,"24/3/1994","","","",NA,1994-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13545","Pinot noir",NA,"411A1",NA,1994,"10/3/1994","","","",NA,1994-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13546","Pinot noir",NA,"411A2",NA,1994,"3/3/1994","","","",NA,1994-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13547","Pinot noir",NA,"411A6",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13548","Pinot noir",NA,"411A7",NA,1994,"3/3/1994","","","",NA,1994-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13549","Aramon noir",NA,"513A5",NA,1994,"3/3/1994","","","",NA,1994-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13550","Aramon noir",NA,"513A7",NA,1994,"3/3/1994","","","",NA,1994-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13551","Aramon noir",NA,"513A8",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13552","Aramon noir",NA,"513A9",NA,1994,"7/3/1994","","","",NA,1994-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13553","Syrah",NA,"914S8",NA,1994,"14/3/1994","","","",NA,1994-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13554","Syrah",NA,"914S9",NA,1994,"10/3/1994","","","",NA,1994-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13555","Syrah",NA,"915A1",NA,1994,"10/3/1994","","","",NA,1994-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13556","Syrah",NA,"915A2",NA,1994,"14/3/1994","","","",NA,1994-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13557","Sauvignon blanc",NA,"916A3",NA,1994,"14/3/1994","","","",NA,1994-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13558","Sauvignon blanc",NA,"916A4",NA,1994,"14/3/1994","","","",NA,1994-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13559","Terret",NA,"512A8",NA,1994,"17/3/1994","","","",NA,1994-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13560","Terret",NA,"512A9",NA,1994,"21/3/1994","","","",NA,1994-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13561","Terret",NA,"512S1",NA,1994,"21/3/1994","","","",NA,1994-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
